"Barcode";"Name";"Volume";"Count"
"7801620855307";"7UP 6PF X 4-PET 250";"250";"808"
"7801610105993";"Coca Cola pet 1,75 lts *6";"1750";"1931"
"7801620007324";"GINGER ALE LIGHT 6PF-PET 2.0";"2000";"128"
"7801620016111";"LIMON SODA 12PF-PET 500";"500";"2357"
"7802820600209";"Vital de Chanqueahue mineral sin gas";"600";"6549"
"7801620002145";"Pepsi";"250";"19"
"7801620007201";"LIPTON YAZMIN LYCHEE PET1.5 X6";"1500";"7"
"7801620151058";"Canada Dry Ginger Ale Light";"1500";"915"
"7801620006105";"KEM XTR SUGAR FREE 12PF-PET500";"500";"151"
"7801620016975";"MAS CATUN NARANJ 12PF-PET500";"500";"56"
"7801610020265";"NORDIC TONICA MIST";"1500";"516"
"7801620007737";"Mas limon gasificada";"500";"105"
"7801610005262";"Sprite PT1.5 x6";"1500";"2149"
"7802820021950";"Vital de Chanqueahue mineral sin gas";"1600";"3115"
"7801620006761";"WATT'S MANZAN LIGHT 6PF-PET1.5";"1500";"322"
"7801620003500";"WATT'S TUTIARANDANO 6P-PET 1.5";"1500";"593"
"7801620016012";"BILZ 12PF-PET 500";"500";"1180"
"7801610481530";"Aquarius Limonada Low Cal PT1.5 X6";"1500";"389"
"7801610273500";"Nordic Ginger Ale Zero Lata 350 cc 6x4";"350";"248"
"7802800545247";"Yuz Nectar Zuko Damasco";"1500";"5"
"7801610350355";"Coca-Cola Zero";"350";"5815"
"7802820000030";"Andina Nectar Damasco Pt 1,5x6";"1500";"661"
"7801610022726";"Coca-Cola Light";"1500";"2367"
"7801610000595";"COCA COLA LIGHT";"591";"2878"
"7802820441512";"Benedictino PT 1.5 Lt*6 S/G";"1500";"1813"
"7801620006648";"Cachantun Mas sin Gas Uva";"1600";"1631"
"7801620290191";"BILZ 6PF-PET 2000";"2000";"324"
"7802820669961";"PAWERADE ZERO FROZEN LIMON";"600";"58"
"7802130000263";"Stella Artois Premium Lager Beer";"354";"2631"
"7801620016036";"KEM 12PF-PET 500";"500";"1599"
"7801610230510";"Inca Kola Zero Pet 1,5 Lts. x 6";"1500";"303"
"7809595601318";"Puyehue";"500";"89"
"7801610441572";"Coca Cola Zero Cherry PT1.5 X6";"1500";"22"
"7801610022122";"Coca-Cola Light";"350";"2276"
"7801620016067";"BILZ 6PFX4-PET 250";"250";"1710"
"7802820441789";"Benedictino Natural Sin Gas";"2000";"844"
"7809634100178";"Cerveza Austral Lager";"350";"108"
"7804301500411";"Sorbete Letelier de Guinda";"2000";"11"
"7802820990102";"Vital de Chanqueahue mineral sin gas";"990";"780"
"7801620004408";"Canada Dry Ginger Ale Light";"310";"262"
"7790895640469";"Aquarius by Cep Pomelo 500 PET 1X6 -45*7";"500";"1"
"7801620001223";"KEM 6PF-PET 3000";"3000";"3"
"7801610481011";"Aquarius Andina Pera";"500";"440"
"7801620001711";"KEM XTREME 12PF-PET 500";"500";"1852"
"7801610002933";"Fanta Sabor Naranja";"250";"322"
"7801620011840";"GATORADE FRUT TROP 6PF-PET500";"500";"378"
"7801610125021";"Coca Cola Light Pet 1,25 lts x 6";"1250";"1"
"7801620005306";"KEM ZERO 6PF-PET 1500";"1500";"350"
"7801620006983";"GATORADE GREEN APPLE 6P-PET1.0";"1000";"15"
"7804167001848";"Nativa Agua Con Gas";"500";"303"
"4101940426823";"Apoftel Brau";"350";"362"
"7801620330217";"CRUSH 6PF-PET 1500";"1500";"735"
"7802820210729";"Andina Frut Naranja Light  Pet 2.0  x 6";"2000";"273"
"7802100506238";"Anana Stones Cerveza Pina";"350";"207"
"7801610000335";"Coca Cola Zero";"250";"115"
"7802820851021";"Powerade Frozen Blast PT 1Lt*6";"1000";"798"
"7801610035719";"Tai Pina pet 2,0 lts *6";"2000";"70"
"7801610118269";"Quatro Light pt 1,5 lts *6 term.";"1500";"361"
"7801620015800";"CACHANTUN C/GAS 12PF-PET 500";"500";"11961"
"7790895641213";"Aquarius by Cep Naranj 500 Pet 1x6 -45*7";"500";"1"
"7802100002907";"Cerveza Andes Lager";"470";"2708"
"7801620015855";"CACHANTUN L/GAS 6PF-PET 1600";"1600";"6505"
"884394006974";"OKF Coconut Drink";"500";"1"
"4014086020308";"Oettinger Weissbier";"500";"16"
"7790895001260";"Glaceau Vitamin Water";"500";"82"
"7801620852955";"CACHANTUN C/GAS 6PF-PET 1600";"1600";"12073"
"7802820700251";"Andina Frut Piña Pet 1,5  x 6";"1500";"1096"
"7801620004910";"PAP ZERO PET 1500 X 06";"1500";"386"
"7801620005191";"GATORADE COOL BL 12PF-PET 750";"750";"1647"
"7801620360153";"GINGER ALE 6PFX4-LATA 350";"350";"663"
"7801620340186";"LIMON SODA 6PF-PET 1500";"1500";"1001"
"7801610005934";"Sprite";"250";"152"
"7801620410162";"PORVENIR C/GAS 6PF-PET 1500";"1500";"121"
"9002490221010";"RED BULL TRADIC LATA 355X24";"355";"1220"
"7802820210422";"And.Nectar Durazno Pet 2.0  x6";"2000";"724"
"7802820672145";"Powerade Zero Uva PT1.0 x6";"1000";"20"
"7790895008504";"Aquarius Limonada 2,25x 6 PET";"2000";"2"
"7801620006853";"PEPSI ZERO 12PF-PET 500";"500";"1081"
"7804167001855";"Nativa Agua Sin Gas";"500";"5"
"7801620003302";"LIPTON LIMON 6PF-PET 400";"400";"210"
"70847009559";"Monster J Ripper Lata 473cc X6";"473";"576"
"7801610323236";"Coca-Cola Original";"3000";"7"
"7802820700435";"Andina Frut Manzana Pet 1,5  x 6";"1500";"641"
"7801620006228";"GATORADE LIMA LIMON 6PF-PET1.0";"1000";"2"
"7801620006129";"MAS CATUN WOM BERR 6PF-PET 1.5";"1500";"85"
"7801610022979";"coca cola light pet 1 litro x 6";"1000";"248"
"7894900320015";"SCHWEPPES CITRUS LATA 350ML CX 6UN - ME";"350";"2"
"7808731303291";"Portillo Pure Natural Water sin gas";"500";"9"
"7801620855253";"PEPSI 6PFX4-PET 250";"250";"3133"
"8718104902350";"Weidmann";"500";"4"
"7801620003692";"PURE LIFE C/GAS 6PF-PET 1500";"1500";"2105"
"7802100001672";"Cristal Light";"350";"105"
"7802820441123";"Benedictino PT 500cc *12 C/G";"500";"1296"
"2082001089046";"Dr Pepper";"355";"183"
"7801620007126";"MAS CACHANTUN PERA 6PFX4-PET 250-TR";"250";"124"
"7801620016074";"PAP PET 250 X 24";"250";"1192"
"7801610005194";"SPRITE";"350";"2323"
"7801610001974";"coca cola original pet 1 litro x 6";"1000";"1578"
"7801610000885";"Coca Cola Zero PT500 X6";"500";"46"
"7801620005856";"Cachantun Mas sin Gas Granada";"500";"996"
"7802820001051";"Andina Low Cal Manzana 0% PT1.5 X6";"1500";"321"
"7801620004132";"Whatt´s Nectar de Fruta Platano";"1500";"726"
"7802820500035";"Andina del Valle Nectar Durazno";"1500";"1428"
"7801610175095";"Coca Cola pet Light 1,75 lts *6";"1750";"938"
"7790895000836";"Fanta Naranja 500ML BT PET C N 1X12";"500";"3"
"7801620016043";"PEPSI LIGHT 12PF-PET 500";"500";"471"
"barcode";"name";"volume";"0"
"7790895000782";"Coca-Cola 500ML BT PET C N 1X12";"500";"2"
"4014086096303";"50 Original Cerveza";"330";"73"
"613008720209";"Arizona Watermelon";"640";"17"
"8936020052960";"Maily Coffe Latte";"250";"3"
"4101120044809";"Cerveza";"350";"28"
"7802820600100";"VITAL CON GAS";"600";"5861"
"7801620853396";"WATT'S NARANJA LIGHT 6P-PET1.5";"1500";"1600"
"7801610591994";"SPRITE";"591";"3272"
"90415302";"RED BULL RED EDIT LATA 250X24";"250";"54"
"7801620075811";"PEPSI LIGHT 6PF- PET 2000";"2000";"443"
"7792798007462";"CERVEZA QUILMES LIEBER SIN ALCOHOL";"354";"16"
"7801620002367";"MAS CACHANTUN 12PF-PET 500";"500";"1255"
"7801620167721";"WATT'S TUTIPAPAYA 6PF-PET 1500";"1500";"557"
"7801610001622";"Coca-Cola Original";"1500";"7882"
"7801620853204";"CRUSH ZERO 6PF-PET 1500";"1500";"453"
"7801620000738";"WATT'S DURAZNO LGH 6PF-PET 1.5";"1500";"1757"
"7801620006310";"ADRENALINE RED 6PF-PET 750";"750";"78"
"7802100000170";"LEMON STONES PET1500X6-TR";"1500";"182"
"7801620350215";"Kem";"2000";"427"
"7801620852689";"PEPSI 6PFX4-LATA 350";"350";"1571"
"7801608002372";"Pelayo Bebida Piña Sin Calorías";"2000";"43"
"7801610671061";"Fta Nar.Zero+Vitamin C PT 2Lt*6";"2000";"179"
"7801620855017";"CACHANTUN C/GAS 6PFX4-PET 250";"250";"242"
"613008735418";"Arizona Mango";"640";"15"
"7801620004057";"GINGER ALE LIGHT 12PF-PET 500";"500";"371"
"7802800544691";"Livean Frutifrutilla";"1500";"32"
"7801608001702";"Acuenta Gaseosa Sabor Naranja Libre de azucar";"2000";"19"
"7801610481523";"AQUARIUS UVA PT1.5 X6 LOW CAL";"1500";"474"
"7801620410209";"PORVENIR S/GAS 12PF-PET 500";"500";"380"
"7801620504175";"CACHANTUN CGAS PET 2250";"2000";"1304"
"7801620007010";"MAS CATUN LIMON MENT PET1.6X6";"1600";"56"
"7804167002043";"Nativa Agua Pera";"1600";"5"
"7802100430038";"ROYAL GUARD 12PKX2-LATA350CC";"350";"8171"
"613008735470";"Arizona  Iced Green tea Raspberry flavor";"680";"53"
"7801610005248";"Sprite PT2.0 x6";"2000";"302"
"7801620001902";"WATT'S MANZANA 6PF-PET 1500";"1500";"899"
"7802408000445";"Fruna Pina";"500";"476"
"7802820700053";"Andina Frut Naranja Pet 1,5  x 6";"1500";"1106"
"7801620350185";"KEM 6PF-PET 1500";"1500";"833"
"7802100505323";"CRISTAL 6PFX4-LAT470CCPROMOCIÓN";"470";"5668"
"7802820851052";"Powerade Naranja Pet 1 Lt. x 6";"1000";"213"
"7801620010133";"KEM 6PFX4-PET 250";"250";"1508"
"7801610350409";"COCA COLA ZERO";"1500";"6487"
"7802820670998";"PAWERADE ZERO FROZEN UVA";"600";"38"
"7801610223192";"Sprite Zero";"350";"1272"
"7790895008498";"Aquarius Limonada 1500x6 Pet";"1500";"1"
"7801620002343";"Whatt´s Nectar de Fruta Tuttikiwi";"1500";"519"
"7801620005641";"MAS CATUN MANZ S/G 24PF-PET250";"250";"170"
"7802800545216";"Zuko Naranja";"1500";"1"
"7801620007027";"Cachantun Mas sin Gas Limon Menta";"500";"213"
"7501013118117";"Jumex Nectar Piña";"335";"531"
"7801620007041";"LIMON SODA ZERO 6PFX4-LATA350";"350";"197"
"7801620006846";"PEPSI ZERO 6PFX4-LATA 350";"350";"665"
"7804663140072";"Lee Mon Limonada sabor Albahaca";"1500";"2"
"7801610001608";"Coca Cola Original";"500";"35"
"7801620004934";"PAP ZERO PET 250 X 24";"250";"408"
"7801620004743";"PEPSI PET 1750 X 06";"1750";"34"
"7804625210058";"AGUA MINERAL JAHUEL SIN GAS";"1600";"83"
"7801610002193";"Fanta";"350";"2192"
"7804646000058";"ENERGIZANTE MR. BIG";"2000";"106"
"7801620340155";"LIMON SODA 6PFX4-LATA 350";"350";"764"
"7801620005160";"Gatorade Cool Blue";"1000";"1234"
"7801620003654";"Lipton Ice Tee Te Verde Sabor Limon";"1500";"219"
"7801620005283";"FRUGO PINA 6PF-PET 3000";"3000";"1"
"856820160024";"Steaz Zero Calotie Ice Green Tee Peach Mango";"473";"1"
"7802408000766";"Fruna Limon";"500";"78"
"7801620006082";"LIPTON RASPBERRY 6PF-PET 400";"400";"133"
"7809634100185";"PATAGONA PALE ALE 4PX6-LA350";"350";"24"
"7804625210072";"AGUA MINERAL JAHUEL CON GAS";"500";"71"
"7804604727614";"NECTAR CYRO PIÑA";"1500";"4"
"7801610002247";"Fanta PT2.0 x6";"2000";"240"
"7801620004866";"MAS CATUN MANZ S/G 6PF-PET1500";"1500";"13"
"7804604720134";"Lider Agua Mineral El Olivo Con gas";"1600";"525"
"7801620004521";"WATT'S UVA LIGHT 6PF- PET 1500";"1500";"333"
"7804167001879";"Lider Manzana";"1600";"16"
"7801610483039";"Aquarius Duranzo PT500 *6 LOW CAL";"500";"34"
"7801620002916";"WATT'S TUTIFRUT LGH 6PF-PET1.5";"1500";"743"
"7801620006617";"MAS CAT CITRUS NARAN 6P-PET1.6";"1600";"86"
"7801620004552";"WATT'S FRAM-MAN LIGHT PET1.5X6";"1500";"2"
"7801610001615";"Coca Cola pet 2,0 lts *6 term.";"2000";"524"
"7801610005651";"SPRITE";"3000";"1"
"7801620853198";"CRUSH ZERO 6PF-PET 2000";"2000";"389"
"7790895005015";"Sprite Pet 1000 x 8";"1000";"1"
"7801620005313";"KEM ZERO 12PF-PET 500";"500";"121"
"7801610610107";"FANTA";"250";"100"
"7804625210041";"Agua Mineral Jahuel Termal Gasificada";"1600";"79"
"7801620006143";"MAS CATUN WM LIM-JNG 6P-PET1.5";"1500";"232"
"7802820670974";"PAWERADE ZERO FROZEN BLAST";"600";"247"
"7801610022528";"Coca-Cola Light";"2500";"7"
"7801610591123";"Fanta Zero PT 591cc*6";"591";"487"
"7804604726532";"Agua Mineral con Gas Tottus";"1600";"100"
"7809595602315";"Puyehue Agua Mineral con Gas";"1500";"265"
"7801610483077";"AQUARIUS DURAZNO PT1.5*6 LOW CAL";"1500";"141"
"5999886049010";"Houssy Aloe Vera Drink Premium";"500";"10"
"7802800545254";"Zuko Manzana";"1500";"3"
"8936020052984";"Maily Coffee Mocha";"250";"4"
"7804604723395";"Agua Mineral El Olivo Light Gas";"500";"128"
"7801610271056";"Nordic Mist G. Ale Zero Pt 1,5x6";"1500";"554"
"7790895640476";"Aquarius Monresa Pera 1.5L BT PET 1X6";"1500";"1"
"7801620003708";"PURE LIFE S/GAS 12PF-PET 500";"500";"401"
"7801610610008";"COCA COLA";"250";"225"
"7801610305560";"Coca-Cola Zero";"3000";"9"
"9002490100070";"ENERGIZANTE RED BULL";"250";"2734"
"7801620005214";"LIMON SODA LIGHT PET 500 X 12";"500";"205"
"7804604726778";"Nectar Durazno";"1500";"1"
"7801620075804";"PEPSI LIGHT 6PF-PET 1500";"1500";"561"
"7802408000438";"Fruna Ginger Ale";"500";"55"
"5701598036031";"Harboe Bear Beer";"568";"5995"
"7801610001523";"COCA COLA";"2500";"21"
"7802820048322";"Nect. Pt 1.5Lts Durazno Light x6";"1500";"665"
"8690582722401";"CERVEZA CARLSBERG";"500";"203"
"7801620006136";"Woman mas Cachantun con Aloe Vera Sabor Berries";"500";"321"
"7802820210620";"Andina Frut  Piña Pet 2.0  x 6";"2000";"495"
"7801610305287";"Coca Cola Zero  PT 2,0 Lt*6";"2000";"1392"
"70847009511";"Monster Energy Lata 473 cc X6";"473";"2411"
"7802100505347";"Escudo";"470";"15170"
"7802800544615";"Livean Nectar Naranja";"1500";"143"
"7801610001936";"Coca Cola Original";"250";"1930"
"7801620005412";"Cachantun Sin Gas Libre de Sodio";"1000";"895"
"7802820442205";"Benedictino con toque de sabor frutilla";"500";"199"
"7801620005849";"MAS CAT GRANAD S/G 6PF-PET1.5";"1500";"2"
"7802100501196";"Heineken";"470";"3122"
"7801620005184";"Gatorade Frutas Tropicales";"750";"582"
"7807910005667";"Maxima Sabor Frutal";"2000";"18"
"7801620003630";"Lipton Ice Tee Te Negro Sabor Limon";"1500";"449"
"7801620002664";"GATORADE MANZANA 6PF-PET 500";"500";"250"
"7801620002787";"LIMON SODA LIGHT PET 1500 X 06";"1500";"465"
"7790895640025";"Powerade M Blast 500ML Bot Pet C N 45*7";"500";"3"
"7801620330132";"CRUSH LATA 6PF X 4 - LATA 350";"350";"628"
"7501013118193";"Jumex Nectar Manzana";"335";"344"
"7790895004599";"Schweppes Pomelo Lata 354cc x 6";"354";"1"
"7802130001703";"Baltica Cerveza Dry";"473";"1772"
"7802820442106";"Benedictino con toque de sabor a limon";"500";"178"
"7801610001196";"COCA COLA";"350";"6825"
"7801610671016";"Fanta Naranja";"350";"454"
"7801620004965";"BILZ ZERO 12PF-PET 500";"500";"207"
"7801610481004";"Aquarius Andina Manzana Sin Gas";"500";"520"
"7790895010088";"Schweppes Pomelo Zero 1500 x 6 PET";"1500";"1"
"7790895641183";"Powerade Frut Tropical 500ML BotPet 45*7";"500";"1"
"7801620003647";"Lipton Ice Tee Te Negro Sabor Durazno";"1500";"503"
"7804626700008";"Soy Late";"500";"115"
"7801620330248";"CRUSH 6PF-PET 2000";"2000";"394"
"7801620011611";"WATT'S DURAZNO 6PF-PET 1500";"1500";"2809"
"819768010790";"Marley Premium Coffe Drink One Drop Vainilla Chocolate";"325";"1"
"7802820700633";"And Frut Naranja Light PT 1,5*6";"1500";"897"
"7801610591888";"SPRITE ZERO";"591";"1257"
"7802408000407";"Fruna Papaya";"500";"415"
"7801620300210";"PAP PET 2000 X 06";"2000";"274"
"7801610481509";"AQUARIUS MANZANA PT1.5 X6 LOW CAL";"1500";"859"
"7801610481516";"AQUARIUS PERA PT1.5 X6 LOW CAL";"1500";"606"
"7804625210089";"AGUA MINERAL JAHUEL SIN GAS";"500";"67"
"4014086020445";"Oettinger Schwarz";"500";"26"
"7801610118184";"Qu4tro Zero Pomelo";"350";"345"
"7803908004469";"Guallarauco Mango Maracuya";"500";"234"
"7802800544639";"Livean Nectar 0% Manzana";"1500";"482"
"7802820955514";"Glaceau Vitamin Water Arándano";"500";"58"
"7801620007607";"WATTS MARACUYA LIG 6PF-PET 1.5";"1500";"517"
"7804167000957";"Lider Agua Purificada Sin GAs";"1500";"35"
"7801620003715";"PURE LIFE C/GAS 12PF-PET 500";"500";"183"
"7793147118860";"(*)SCHNEIDER LT 473X24LP";"473";"2"
"7802820672121";"Powerade Zero Lima Limon PT1.0 x6";"1000";"19"
"7801620005726";"GATORADE SABOR 6PF-PET1.0";"1000";"229"
"7804651870066";"Nectar Maqui Aloe Vera";"500";"3"
"7804167002067";"Nativa Agua sin gas Granada";"1600";"4"
"7802100002709";"Cristal Cero Radler";"350";"1304"
"7801620002961";"GATORADE COOL BLUE 6PF-PET 500";"500";"1084"
"42061915";"CERVEZA BECKS SIN ALCOHOL";"330";"17"
"7790895000256";"Fanta Naranja 354ML LAT ALUM N 6X1";"354";"2"
"9002490214852";"RED BULL SUG FREE 4PKX6-LAT250";"250";"671"
"7801610022740";"Coca Cola Light Pet 2,0 Lts x 6";"2000";"489"
"7801610350157";"Coca-Cola Zero";"250";"120"
"7801620007553";"Watts Nectar Pina 0 azucar";"1750";"262"
"7801610133026";"Quatro Papaya Mid Cal PT1.5 X6";"1500";"1"
"7802820701210";"Powerade Rojo Pet  1 Lt. x 6";"1000";"224"
"7801620005276";"FRUGO NARANJA 6PF-PET 3000";"3000";"1"
"180162";"Budweiser";"355";"3468"
"884394000378";"Aloe Vera King Pomegranate";"500";"7"
"7801620005153";"Gatorade Frutas Tropicales";"1000";"414"
"7807910005636";"Maxima Sabor Cola";"2000";"36"
"7802820441802";"Benedictino PT 2,0lts *6 C/G";"2000";"1317"
"7802820210521";"Andina Frut Naranja Pet 2.0  x 6";"2000";"470"
"7804646000010";"ENERGIZANTE MR. BIG";"600";"235"
"7801620003319";"LIPTON DURAZNO 6PF-PET 400";"400";"329"
"7801620001599";"CRUSH 6PF-PET 3000";"3000";"5"
"4053400279398";"Schofferhofer GrapeFruit";"500";"215"
"7801610610404";"COCA COLA LIGHT";"250";"279"
"7801620003326";"LIPTON GREEN TEA 6PF-PET 400";"400";"252"
"5701598030763";"CERVEZA HARBOE PILSENER";"330";"14"
"7801610689516";"Coca Cola Zero Pet 1,25 lts x 6 term.";"1250";"11"
"7801620006518";"PAP LIG PET2000X6-TR";"2000";"223"
"7801620006860";"Pepsi Zero Azucar";"1500";"875"
"7801620034511";"7UP 6PF-PET 1500";"1500";"361"
"4025127020188";"ENERGIZANTE EFFECT";"250";"1"
"7801620852702";"7UP LATA 6PF X 4 LATA 350";"350";"253"
"7801620006624";"Cachantun Mas sin Gas Manzana";"1600";"5689"
"7802820210132";"Andina Frut Durazno Light  Pet 2.0  x 6";"2000";"273"
"7801610106303";"Fanta Naranja";"1100";"242"
"7802820651157";"Power Ade Frozen Blast";"600";"768"
"7801608001757";"Acuenta Gaseosa sabor Libre de Azucar";"2000";"4"
"7802900600112";"Soprole Next Sin Gas";"500";"50"
"7802100002952";"Escudo Silver";"470";"9673"
"7804646000164";"Mr Big Black";"1500";"18"
"7801608001733";"Acuenta Gaseosa Sabor Papaya Libre de azucar";"2000";"58"
"7802820001044";"Andina Low Cal Damasco 0% PT1.5 X6";"1500";"262"
"7801620017552";"PEPSI 6PF- PET 3000";"3000";"2"
"7801620006150";"MAS CATUN WM LIM-JNG PET500X12";"500";"579"
"7801620016203";"7UP 6PF-PET 2000";"2000";"374"
"7801620006075";"Lipton Ice Tee Te Negro Sabor Frambuesa";"1500";"96"
"7790895001000";"Sprite 2.25L BT PET C N 1X6";"2000";"1"
"8718104902367";"Weidmann";"350";"8"
"7802820210118";"Andina Frut Piña Light  Pet 2.0  x 6";"2000";"213"
"7802100505774";"Morenita Malta";"350";"1549"
"7801610223727";"Sprite Zero";"1500";"1701"
"7801620004217";"PEPSI LIGHT 6PFX4-LATA 310";"310";"154"
"7804604727935";"Pelayo Frutal";"2000";"28"
"7801620855185";"7UP LIGHT 12PF-PET 500";"500";"89"
"7801610481547";"AQUARIUS PAPAYA PT1.5 X6  LOW CAL";"1500";"12"
"7801620005177";"Gatorade Naranja";"1000";"283"
"7801620004958";"BILZ ZERO 6PF-PET 1500";"1500";"252"
"7801620007546";"Watts Pina";"1750";"527"
"7501013118063";"Jumex Nectar de Guayaba";"335";"265"
"7801620002657";"GATORADE NARANJA 6PF-PET 500";"500";"295"
"7801610484203";"Aquarius Sabor Pomelo";"1500";"202"
"7790895006715";"Schweppes Tonica 1.5L Pet C N 1x6 - 28*5";"1500";"1"
"7801620853181";"CRUSH ZERO 6PFX4-LATA 350";"350";"135"
"5701598031586";"CERVEZA BEAR";"500";"7"
"7802820020908";"Vital Pet 2.0 Lt X6 Con Gas";"2000";"77"
